UC_NM_MN,XC_NM_LST,street_orientation_entropy,orientation_order_indicator,weighted_street_orientation_entropy,median_street_segment_length,average_circuity,average_node_degree,proportion_nodes_dead_ends,proportion_nodes_fourway_intersections,ID_HDC_G0,QA2_1V,AREA,BBX_LATMN,BBX_LONMN,BBX_LATMX,BBX_LONMX,GCPNT_LAT,GCPNT_LON,CTR_MN_NM,CTR_MN_ISO,XBRDR,XCTR_NBR,XC_ISO_LST,GRGN_L1,GRGN_L2,UC_NM_LST,UC_NM_SRC,H75_NBR,H90_NBR,H00_NBR,H75_AREA,H90_AREA,H00_AREA,E_BM_NM_LST,E_SL_LST,EL_AV_ALS,E_KG_NM_LST,E_RB_NM_LST,E_WR_P_90,E_WR_P_00,E_WR_P_14,E_WR_T_90,E_WR_T_00,E_WR_T_14,B75,B90,B00,B15,P75,P90,P00,P15,BUCAP75,BUCAP90,BUCAP00,BUCAP15,NTL_AV,GDP90_SM,GDP00_SM,GDP15_SM,INCM_CMI,DEV_CMI,TT2CC,E_GR_AV90,E_GR_AV00,E_GR_AV14,E_GR_AH90,E_GR_AM90,E_GR_AL90,E_GR_AT90,E_GR_AH00,E_GR_AM00,E_GR_AL00,E_GR_AT00,E_GR_AH14,E_GR_AM14,E_GR_AL14,E_GR_AT14,E_EC2E_E75,E_EC2E_E90,E_EC2E_E00,E_EC2E_E15,E_EC2E_R75,E_EC2E_R90,E_EC2E_R00,E_EC2E_R15,E_EC2E_I75,E_EC2E_I90,E_EC2E_I00,E_EC2E_I15,E_EC2E_T75,E_EC2E_T90,E_EC2E_T00,E_EC2E_T15,E_EC2E_A75,E_EC2E_A90,E_EC2E_A00,E_EC2E_A15,E_EC2O_E75,E_EC2O_E90,E_EC2O_E00,E_EC2O_E15,E_EC2O_R75,E_EC2O_R90,E_EC2O_R00,E_EC2O_R15,E_EC2O_I75,E_EC2O_I90,E_EC2O_I00,E_EC2O_I15,E_EC2O_T75,E_EC2O_T90,E_EC2O_T00,E_EC2O_T15,E_EC2O_A75,E_EC2O_A90,E_EC2O_A00,E_EC2O_A15,E_EPM2_E75,E_EPM2_E90,E_EPM2_E00,E_EPM2_E15,E_EPM2_R75,E_EPM2_R90,E_EPM2_R00,E_EPM2_R15,E_EPM2_I75,E_EPM2_I90,E_EPM2_I00,E_EPM2_I15,E_EPM2_T75,E_EPM2_T90,E_EPM2_T00,E_EPM2_T15,E_EPM2_A75,E_EPM2_A90,E_EPM2_A00,E_EPM2_A15,E_CPM2_T00,E_CPM2_T05,E_CPM2_T10,E_CPM2_T14,EX_FD_AREA,EX_FD_B75,EX_FD_B90,EX_FD_B00,EX_FD_B15,EX_FD_P75,EX_FD_P90,EX_FD_P00,EX_FD_P15,EX_SS_AREA,EX_SS_B75,EX_SS_B90,EX_SS_B00,EX_SS_B15,EX_SS_P75,EX_SS_P90,EX_SS_P00,EX_SS_P15,EX_EQ19PGA,EX_EQ19MMI,EX_EQ19_Q,EX_HW_IDX,SDG_LUE9015,SDG_A2G14,SDG_OS15MX,geometry
Toronto,Canada,3.3902772400306045,0.1681613081087694,3.4176422487210374,153.79612644087746,1.120211963134706,5.221332920903737,0.1200041242959698,0.2112799494773743,875,1,2019,43.17405653,-80.00135723,43.96877551,-78.97046072,43.65246768,-79.53381024,Canada,CAN,0,1,CAN,Northern America,Northern America,Toronto; Mississauga; Brampton; Hamilton; Markham; Vaughan; Burlington; Ajax; Pickering,GISCO OSM,3,2,2,1287,1793,1896,Temperate Broadleaf and Mixed Forests,Luvisols,157.1008178,"Snow, fully humid, and  Warm summer",St.Lawrence,779.8750153,756.5000153,838.7250061,7.438784599,7.757940173,7.692582607,998.1723633,1202.35498,1347.64856,1471.817383,3274911.59,4189726.306,4853173.796,6036145.783,304.7936825,286.9769748,277.6839685,243.8339688,47.28754469,104517083136.00002,123711258623.99998,1.67142E+11,HIC,MDR,206.09252921541184,0.415075013,0.432782319,0.45165131,880.269874,1015.022249,122.0177225,2017.309846,928.6913832,995.9144387,92.70402364,2017.309846,1015.972455,901.2859586,100.0514323,2017.309846,944973.4903,743984.2209,1338355.851,3089437.38,13559400.35,12302186.71,14929774.63,14539545.65,17185009.5,16076593.19,19375509.84,31207550.09,3039414.28,3695945.495,4497017.045,5676656.185,159.880102,366.9709752,476.9061376,649.522538,150731.6428,919609.6559,1769534.166,1033141.704,262056.9543,327078.8659,214416.2849,139303.9575,1774035.386,2405846.637,3331218.381,2421234.617,,,12068.11497,164392.9568,1509.66173,2942.468357,3479.64963,6334.459656,183.2087931,496.2152519,222.0951241,216.7156489,1880.463473,2238.406134,1132.372032,512.0093898,9343.414667,10857.40504,13391.25576,10663.90029,405.9518042,581.7582106,401.5931079,368.7382275,10.00577193,16.35151435,19.97469063,30.9652267,13.80706,11.516264,9.286934,9.7813,100,29.94999123,31.83540535,33.74702454,35.58238983,83619.51078,100575.3844,110976.3273,126678.6749,0,0,0,0,0,0,0,0,0,0.034881,3,available,10.1942997,0.55382,0.403163655,50.32,POINT (-79.5338102426 43.6524676752)
Montreal,Canada,3.484454251079627,0.088139792,3.490526538274436,141.1676861682125,1.0973506697306834,5.236153861834193,0.055894164,0.2568033104348003,1017,1,1080,45.35765036,-73.97732642,45.70914998,-73.38387379,45.53269003,-73.66822949,Canada,CAN,0,1,CAN,Northern America,Northern America,Montreal; Laval; Longueuil,GISCO OSM,1,3,2,722,897,994,Temperate Broadleaf and Mixed Forests,Cambisols,31.15470874,"Snow, fully humid, and  Warm summer",St.Lawrence,995.2250214,1016.300034,1089.824982,5.449774027,5.973030567,6.2099787,555.4830322,645.5691528,709.8900757,774.961853,2310509.803,2643540.02,2829902.434,3105303.603,240.4157868,244.2063097,250.853198,249.5607361,75.62950908,46701166592,55456423936,70360522752,HIC,MDR,87.10901058317751,0.40160962,0.428482297,0.455901792,424.7321199,574.1439195,81.0583297,1079.934369,480.5751299,546.9063489,52.45289033,1079.934369,517.7429219,507.28578,54.90566721,1079.934369,1477.34362,3301.168293,4445.757728,26720.81204,9780530.539,7860450.857,8744920.291,7432638.454,15385914.25,13993954.92,15668327.12,19883990.61,1914214.876,2285043.974,2757616.92,3422089.155,9.351641103,54.11405238,83.75009785,152.0890205,,10.35025316,13.24944226,14882.94693,118587.8879,229119.0715,135619.4343,85454.20743,945950.9329,1282846.238,1776273.708,1291050.417,,,7643.512237,103079.1113,783.0742272,1476.446635,1717.71914,3156.434018,1.368119335,2.714663252,0.918709018,3.982722359,1130.040014,1405.437717,696.4713078,311.8304263,5324.075052,6339.178334,7854.829785,5885.187965,450.2214483,575.2998722,526.0092531,580.365247,4.036464121,6.84190329,8.010448478,13.50341537,11.544392,10.008218,8.42241,8.461195,400,165.8986969,193.5791168,210.0131836,228.2336273,605930.3094,694329.211,744719.962,819930.3513,0,0,0,0,0,0,0,0,0,0.132015,5,available,7.83878994,1.1347,0.365492703,47.94,POINT (-73.6682294894 45.5326900345)
Mexico City,Mexico,3.4625429144954523,0.1070856773239502,3.464654343,80.40728685690905,1.036828689785391,4.880354935826335,0.219651402,0.188607194,154,1,2114,19.16775439,-99.37923007,19.73848196,-98.80842472,19.45159047,-99.10560261,Mexico,MEX,0,1,MEX,Latin America and the Caribbean,Central America,Mexico City; Ecatepec; Nezahualcóyotl; Naucalpan; Tlalnepantla; Chimalhuacan; López Mateos; Cuautitlan Izcalli; Xico; Ixtapaluca; La Cumbre; El Hielo; San José Tejamanil,GISCO OSM,1,1,1,1553,1709,1863,Deserts and Xeric Shrublands,Phaeozems,2316.367427,"Mild temperate with dry winter, and  Warm summer",Panuco,1223.975037,1079.149994,1199.125015,13.81640005,13.96000099,14.21082926,690.1123657,788.1694336,1067.332886,1298.202881,13575761.03,16861120.06,18473287.17,19559564.03,50.83415686,46.74478508,57.77709598,66.37176977,40.30036347,3.02098E+11,3.74869E+11,3.61621E+11,UMIC,LDC,0,0.161260624,0.243559813,0.258034443,46.39056834,1391.006771,665.0089144,2102.406253,424.695509,1384.603007,293.1077373,2102.406253,497.3251624,1183.19436,421.886731,2102.406253,492396.2469,834317.0443,1910944.49,7793596.67,2866369.326,4225137.245,4812585.302,3639458.217,8330689.752,10385332.62,12791563.91,13970336.22,2140823.293,3895933.844,4799887.035,7009107.389,19138.12282,27280.27431,32490.53212,38219.0735,,,14388.08792,1737.261541,303306.5318,250026.5659,202127.7015,112309.8533,1391118.027,1796201.276,1142766.472,626655.6811,,,,,14589.21672,20838.50121,22077.25972,28285.86216,7.357528697,20.5662009,36.82255824,96.63532456,1208.773563,1185.617182,1012.248591,627.2236637,5976.060153,6130.418446,4052.770743,5944.382006,454.757131,413.3761889,449.9361589,532.0430208,68.3899736,96.6923184,106.6869639,136.9541328,38.7985,26.49768,24.39616,23.4041,333,174.8834534,180.0339355,217.5112457,249.4115601,3740664.882,4288612.08,4453880.55,4398215.16,0,0,0,0,0,0,0,0,0,0.2093259999999999,6,available,24.17700005,3.3615,0.037180113,38.59,POINT (-99.1056026108 19.4515904735)
Guadalajara,Mexico,3.3507330320551363,0.2006664289126734,3.376597497121057,79.11463765524685,1.0312177392406603,4.829846466336101,0.1497341537726268,0.2717247147380369,88,1,592,20.47579112,-103.489732,20.78270748,-103.202138,20.63761304,-103.3591386,Mexico,MEX,0,1,MEX,Latin America and the Caribbean,Central America,Guadalajara; Zapopan; Tlaquepaque; Tonalá,GISCO OSM,1,1,1,399,451,486,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,1583.241864,"Mild temperate with dry winter, and  Hot summer",Santiago,918.7250061,884.5,912.2250061,20.76769018,20.85778093,21.16499996,251.8296814,292.0224915,326.2952576,350.9579773,3104699.655,3631525.324,3930564.955,4530296.314,81.11241323,80.41317778,83.01484934,77.4690998,36.7615141,41319936000,47664455680,55977656320,UMIC,LDC,302.7516088212402,0.135613953,0.329198932,0.266693082,0,91.3321856,497.7887061,589.1208917,230.2692307,324.4072973,34.44436363,589.1208917,101.0878004,386.5613558,101.4717354,589.1208917,1169.335052,1902.166054,4330.748314,611641.1728,928650.4128,1274096.291,1406696.701,1107384.11,2725051.878,3247849.063,3914975.072,4445104.424,1468347.013,2546860.37,3053501.231,4455915.032,67.3499948,240.8894667,242.9952615,224.4060818,,,,158749.6591,93047.67003,95912.92707,97880.30904,54502.58036,457155.1549,541497.8812,333577.1749,190330.4279,,,,,12843.63047,18552.7307,20897.55594,26991.56053,0.012193615,0.019835456,0.045160277,85.88972926,373.3671206,429.5347617,432.107445,261.9808708,1936.638655,1876.252792,1234.109906,1899.833446,251.4775312,133.7385925,147.3170939,176.9588703,61.44266717,88.43227853,103.418517,135.2870919,18.03078,13.31128,11.86162,11.5401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2386819999999999,6,available,10.58510017,0.83133,0.034778878,40.72,POINT (-103.35913857 20.6376130383)
Rio de Janeiro,Brazil,3.571608124043624,0.010812305,3.571282177661594,100.32087650442872,1.043846206972787,5.116429034644648,0.1628289323456609,0.1564261118164464,1361,1,1367,-23.0381843,-43.73256462,-22.5709802,-43.1286468,-22.83808379,-43.39047626,Brazil,BRA,0,1,BRA,Latin America and the Caribbean,South America,Rio de Janeiro; Duque de Caxias; Nova Iguaçu; Belford Roxo; Sao Joao de Meriti; Mesquita; Nilópolis; Queimados,GISCO OSM,3,2,2,1113,1278,1328,Tropical and Subtropical Moist Broadleaf Forests,Acrisols,42.65364994,Tropical savannah with dry winter,NAN,1205.375,1102.350037,1151.025009,23.36320639,23.88778448,24.39086914,651.0445557,714.0415649,774.8581543,795.4960938,5815734.822,7853170.719,8891629.13,9798104.801,111.9453647,90.92398351,87.14467764,81.1887717,49.59367825,90774036480,1.08816E+11,1.62203E+11,UMIC,LDC,654.2996382510189,0.359671433,0.370313464,0.356451739,524.1994139,752.6548723,83.36575579,1355.902518,547.8318812,763.6200506,48.76811023,1360.220042,532.0683698,752.7919986,75.35967366,1360.220042,782607.5431,799389.7417,3334254.549,9527904.844,460972.8321,1001771.322,1193096.207,1055524.238,2411009.649,2883265.539,4294775.332,5922263.11,1127431.521,1143382.464,1875421.25,3051176.808,1350.50847,1861.93671,4678.286377,3442.422256,,,,270547.1086,321985.2325,102266.2212,74744.71519,63900.36906,2039807.606,4654349.116,5038505.633,9205168.34,6634.695741,212032.7343,310747.5063,806155.5148,1786.866942,3600.390497,4225.02559,8867.679743,92.7919397,96.74007261,370.6849503,1043.256694,1159.047417,991.8492596,1101.378029,1241.035725,11365.04274,16434.8334,15585.02277,21625.858,316.7286736,509.4509373,590.1394644,964.0764726,6.507078497,13.03632333,15.34103553,32.05721214,28.74892,16.3628,15.10124,16.1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011081,2,available,2.464230061,0.4882,0.127731782,41.81,POINT (-43.3904762602 -22.8380837927)
Buenos Aires,Argentina,3.176802181343344,0.3359457693797285,3.195412773423469,103.39833958399817,1.0090243968809387,5.794842769592181,0.047640783,0.5251136550364244,1105,1,1967,-34.94571981,-58.90376688,-34.37952054,-58.1391707,-34.65058344,-58.53886524,Argentina,ARG,0,1,ARG,Latin America and the Caribbean,South America,Buenos Aires; Avellaneda; Vicente López; Gregorio de Laferrere; Merlo; José C. Paz; Quilmes; Banfield; Lanús Este; Lanús Oeste; González Catán; Isidro Casanova; Virrey Del Pino; Moreno; Berazategui; San Miguel; Monte Grande; Villa Madero; Santa María; Mor,GISCO OSM,1,1,1,1462,1661,1837,"Temperate Grasslands, Savannas, and Shrublands","Urban, mining, etc.",19.38118132,"Mild temperate, fully humid, and  Hot summer",NAN,1105.550034,1308.400009,1232.800034,16.741274356799998,16.90596867,17.19959497,987.3631592,1136.82959,1318.606567,1359.4021,8239803.387,10330684.81,11710710.49,13906506.02,119.8284853,110.043972,112.5983405,97.75295807,71.0368948,73768697856,1.34125E+11,2.6093E+11,UMIC,LDC,0,0.340999356,0.360074624,0.336561551,655.3472068,1162.795178,144.3254989,1957.152003,668.8098327,1219.595052,74.06299876,1962.467883,541.0035609,1267.629893,153.8344295,1958.305363,3994649.866,4387449.008,6990934.973,6548760.101,4170629.77,5884291.477,6675985.32,9681829.466,6751918.734,8542529.937,11770996.94,15177157.01,1692739.808,2173868.949,2708055.399,3536399.035,0.845986611,2.394793355,9.579182329,12.81342135,78585.39512,159644.1396,303175.5542,9976.66134,84459.79555,40856.66975,58062.45247,46586.2145,1771691.078,1539970.82,3082802.367,1232722.289,3735.17254,,,163314.583,403.1777191,346.5234448,679.5778432,1053.243928,1063.716743,621.9991822,359.3568021,219.3482122,480.4887462,456.9880112,534.9557274,550.798823,8015.763859,5703.751685,8881.379254,5268.384775,284.0680464,515.4186606,710.4952858,753.5664972,1.87227129,1.907624423,3.319342711,4.841290721,20.05222,15.78626,15.23692,15.55635,132,38.25656128,44.94067383,60.19602966,64.66009521,250007.8359,333684.6518,410924.7991,512916.1107,0,0,0,0,0,0,0,0,0,0.01286,2,available,4.046229839,0.60154,0.089598082,30.89,POINT (-58.5388652425 -34.6505834448)
Santo Domingo,Dominican Republic,3.477550814528774,0.094130387,3.481136117001982,84.72412849612013,1.0476890651283937,5.335950818825231,0.1706015050541578,0.16798402,816,1,515,18.37494455,-70.10969109,18.58952404,-69.58965769,18.49480958,-69.90131384,Dominican Republic,DOM,0,1,DOM,Latin America and the Caribbean,Caribbean,Santo Domingo,GISCO OSM,1,2,1,168,338,384,Tropical and Subtropical Moist Broadleaf Forests,Calcisols,31.2986941,Tropical monsoon,NAN,1426.625031,1266.350037,1378.875031,26.10289812,26.43023205,26.69329262,165.4252167,198.7696991,220.3875122,249.7229767,866593.9161,2092803.124,2818206.08,3847330.726,190.891274,94.97773433,78.20134723,64.90811278,23.03014681,11868654592,17945065472,40641486848,UMIC,LDC,0,0.33476908,0.363382927,0.370155691,122.0890333,347.5041452,42.27710422,508.2995636,270.3023506,228.6729712,12.89496094,511.8702828,258.0918609,219.8995237,33.87889817,511.8702828,719915.5814,930416.038,2392871.632,3611086.304,28719.53229,265375.3226,412249.3309,505347.1186,201532.5972,378919.6494,1058950.93,1281070.796,380662.629,453970.5463,1010534.709,1079650.86,76.61432818,224.3141614,260.6463912,265.3855107,87591.98043,27812.32541,35448.54934,233.426865,170874.7527,115100.0627,95054.01248,55452.82744,397267.3568,155188.0833,363990.7502,351928.449,,,,0.34339897,25925.25389,19737.60342,15439.01986,16934.00528,150.1979952,137.1788993,291.6819372,2429.641085,638.2402637,444.6124018,374.2425922,242.0109746,1678.731394,995.3183111,1884.490376,2175.143427,27.854441,72.87798542,111.2566182,106.6130098,94.94056752,74.57132674,60.84766171,76.5191282,11.24728,9.509838,8.079978,8.521025,0,0,0,0,0,0,0,0,0,465,157.519577,188.4536133,208.4011993,233.9015656,836775.1361,1998011.067,2664562.349,3578693.454,0.4131229999999999,7,available,9.616840363,0.3748,0.205218173,51.51,POINT (-69.9013138357 18.4948095809)
Port-au-Prince,Haiti,3.5506847502839016,0.029663658,3.552033630138088,105.86595006726844,1.070065346570221,4.927316602316602,0.2770752895752896,0.080888031,741,1,280,18.44095811,-72.46275521,18.67208199,-72.18864971,18.55650513,-72.29580022,Haiti,HTI,0,1,HTI,Latin America and the Caribbean,Caribbean,Port-au-Prince; Carrefour; Delmas; Pétionville; Croix-des-Bouquets; Cité Soleil; Tabarre,GISCO OSM,1,1,1,66,205,219,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,194.9117996,Tropical savannah with dry winter,NAN,1287.824997,1319.450012,1400.475006,25.1614418,25.36772633,25.48390818,82.57752228,117.8174973,137.8614349,144.8151245,259967.8572,1489599.424,2116054.881,2769341.913,317.6451242,79.09340951,65.15021712,52.29225176,5.803645229,2941681152,2978013952,3675865088,LIC,LDCL,0,0.412757032,0.422646376,0.393594145,112.265926,142.7298575,24.36916288,271.5959304,144.6630876,117.9173063,16.78455246,279.3649464,114.4189166,151.1198954,13.82613435,279.3649464,,4052.668532,,641168.9318,686.8227279,10944.14183,38535.39408,45063.11,13629.51132,40017.6566,57986.45194,120488.5293,33508.79365,63563.73335,86834.52708,162952.3029,2.51941522,2.758382034,28.50090107,,1473.917506,6969.260561,,,247474.0755,45123.80346,59684.04076,102111.0475,18868.46818,45898.26465,184195.4309,61285.77812,,,,,7403.93608,5390.982385,4655.174774,6832.538956,1.245461803,6.346756001,,77.68638779,904.7695256,161.3009469,213.7141109,388.7463806,186.2099218,594.5227641,906.0734608,2625.603283,7.861045994,17.9287152,21.87557568,40.27093057,27.41827212,20.39527087,17.82809031,25.8213842,11.50962,9.827644,8.500392,8.61756,0,0,0,0,0,0,0,0,0,244,72.49785614,105.1572342,123.5044022,129.6128845,244497.0714,1421974.361,2027699.268,2653320.617,0.37052,7,available,18.45809937,0.33272,0.147999171,48.28,POINT (-72.2958002248 18.556505133)
Lima,Peru,3.574229579542113,0.008437665,3.573283943195769,79.05180907,1.0317198872316122,5.280549530007231,0.089016454,0.2300231028340652,528,1,876,-12.25634526,-77.17928239,-11.80772417,-76.7328442,-12.02606763,-77.01529684,Peru,PER,0,1,PER,Latin America and the Caribbean,South America,Lima,GISCO OSM,1,1,1,542,650,741,Deserts and Xeric Shrublands,Fluvisols,198.8271623,"Desert (arid), and  Hot arid",NAN,0,0,0,19.1020875,19.178792,19.79736805,363.1407166,363.1407166,382.1779785,390.6860657,3718226.158,5705942.088,7103700.548,9265580.499,97.66504271,63.64255209,53.79984361,42.16530909,27.35611212,38522560512,55480389632,1.28879E+11,UMIC,LDC,0,0.110273016,0.1375907,0.145686574,0,150.314253,721.1915947,863.7379872,0,159.6278035,711.8780441,871.5058476,0,152.6084974,718.8973502,871.5058476,5573.652732,12786.98554,22355.98731,203588.0423,1134249.761,1369131.69,1467794.245,1365066.346,2082615.526,1755832.118,2502034.65,5095585.255,1370551.017,1450731.725,1834966.642,3901719.06,0.240071669,0.395412399,0.898712767,1.101507019,,,,6554.564222,209235.0272,175200.1945,122246.2174,64888.81983,641080.7553,126298.374,8175.209149,24545.32032,,,,178397.9166,,,0.031031185,0.037312704,0.680899685,1.55088469,8.022282223,29.51069136,797.1332132,848.4315918,669.4002095,490.4934376,3446.292971,1216.596125,1724.161896,2906.186215,116.7292096,386.4900306,576.9324953,1351.18022,0.779461694,1.29932025,1.893665161,2.955158185,42.81804,39.80508,35.75246,36.8849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339551,6,available,236.8339996,0.15081,0.00055786,55.4,POINT (-77.0152968402 -12.0260676264)
Bogota,Colombia,3.552096347427421,0.028397555,3.544279453689101,76.27969787917985,1.037781075705973,5.028444114370591,0.1421611585592276,0.2216412922391385,621,1,538,4.474229151,-74.28180782,4.822438761,-74.01076879,4.650884533,-74.12380412,Colombia,COL,0,1,COL,Latin America and the Caribbean,South America,Bogota; Soacha,GISCO OSM,1,1,2,408,431,473,Tropical and Subtropical Moist Broadleaf Forests,Andosols,2600.954616,"Mild temperate, fully humid, and  Warm summer",Magdalena,1255.175018,1324.600006,1159.275009,15.26499605,15.04438376,15.82045579,202.1031189,202.1031189,213.3707123,218.4334869,3186123.312,5281648.065,6718665.027,8608815.414,63.43229659,38.26516201,31.75790301,25.37323388,47.66764563,58094403584,60001533952,136708988927.99998,UMIC,LDC,0,0.243778203,0.265636411,0.22488866,91.75074645,320.8841081,121.2963378,533.9311923,113.2848312,395.8920689,24.75429225,533.9311923,84.43626349,322.7543958,126.740533,533.9311923,,,,1644.265717,388535.5852,452787.8653,553306.123,691775.5786,825741.7427,1220376.279,1761248.139,1481168.689,616578.8421,1065665.861,1168643.244,1682639.244,58.65862746,218.9329665,251.7940586,104.5181461,,,,,128974.6117,162186.6432,87349.83761,57393.61674,200048.2603,416029.0824,345869.4768,391495.6978,,,,3703.763803,7989.71338,10947.44852,12805.2683,13834.86532,,,,0.010986534,699.7046962,882.6251247,576.8225855,500.9311184,1363.073704,2190.106403,2859.45152,1912.044993,43.76766445,101.7221491,148.8008217,443.4977301,29.45511226,40.95446371,48.98564934,54.21600751,14.45682,17.2517,15.04542,14.05625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293035,6,available,22.96409988,0.15905,0.022781894,59.4,POINT (-74.1238041154 4.65088453335)
Santiago,Chile,3.383315564952671,0.1739307505860206,3.421739779849305,74.04048676294099,1.022981548009086,5.065136962583608,0.150184986,0.2000036450454719,931,1,720,-33.65861383,-70.83205347,-33.28602932,-70.48524789,-33.47750516,-70.65601838,Chile,CHL,0,1,CHL,Latin America and the Caribbean,South America,Santiago,GISCO OSM,1,1,1,501,567,666,"Mediterranean Forests, Woodlands, and Scrub",Calcisols,586.3121123,"Steppe (semi-arid), and  Cold arid",NAN,277.4250107,498.0000076,252.8250084,13.18096471,12.92917681,13.58737683,235.2544708,287.4011536,330.8521729,339.5336914,4436503.987,4989568.094,5451825.766,6336005.245,53.02699412,57.60040712,60.68649056,53.58797512,52.62604991,41218936832,65661448192,1.11E+11,HIC,LDC,0,0.260954644,0.275664538,0.208760908,90.97715575,556.1271404,70.71437113,717.8186673,110.6682118,582.1938453,24.95661013,717.8186673,32.07628137,465.7649393,219.9774467,717.8186673,20998.85099,126405.7711,489029.6482,572525.5555,1328021.358,1350846.255,1800599.696,2141073.408,2212149.127,1823642.172,3323470.086,3604942.54,411721.5475,753813.2257,1428380.214,2100919.065,1.221675722,16.24975283,25.16945097,22.72616704,,,3046.186377,72425.30595,209162.4685,345023.1093,339042.079,168602.9555,634810.6721,1243371.858,2153974.277,3687956.084,,,,,581.0855854,946.2290645,836.6326014,1091.57251,52.53914625,307.2940831,555.4085506,1300.157311,1075.228182,1426.386143,1305.480914,692.676656,3182.285072,6014.009425,8430.74816,10596.05893,70.2073369,150.8051879,404.5581075,630.7464454,3.591577483,5.005488839,6.099882486,9.532529384,27.97682,28.83682,26.42924,28.2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412328,7,available,4.300549984,0.69776,0.008651627,52.84,POINT (-70.6560183838 -33.4775051551)
Caracas,Venezuela,3.563832238,0.017839329,3.5642829025863687,134.1313086795929,1.1525692651046369,4.348395061728395,0.2317901234567901,0.1354320987654321,857,1,330,10.40652349,-67.03809429,10.53676114,-66.71442815,10.46744645,-66.8907862,Venezuela,VEN,0,1,VEN,Latin America and the Caribbean,South America,Caracas; La Lagunita; Los Jabillos,GISCO OSM,1,1,1,285,311,319,Deserts and Xeric Shrublands,Cambisols,1018.230259,Tropical savannah with dry winter,NAN,1094.225006,942.9000092,763.7250061,23.31299734,23.670403,24.05652857,122.833107,122.833107,130.1984406,133.9198914,2041888.707,2635963.682,2920814.3,3104241.427,60.15661214,46.59893755,44.57607611,43.14093943,33.24024632,6977235968,6995226624,69003010048,UMIC,LDC,0,0.228433139,0.32189267,0.325995355,17.38633588,267.0829344,43.20873584,327.6780061,127.4425626,194.372715,5.862728563,327.6780061,159.2083004,146.9734953,21.49621044,327.6780061,724251.5176,1472855.466,1604718.171,2620985.719,872323.9186,1087286.118,1062065.036,956986.775,4085771.694,5819904.368,8298097.204,6727138.472,1305889.075,2000383.771,2393068.573,3186160.637,123.0651344,79.5509829,118.829647,157.0366936,,,,,19837.25974,28008.9422,26328.94004,18150.22322,334195.5309,302467.9557,303385.894,322098.6836,,,,,122.4638784,148.5719067,198.3030805,131.3474112,69.48512919,134.6153607,146.1791203,301.1655273,104.504677,242.4707747,255.6350948,257.8648288,1367.970019,1509.382547,1461.430697,1574.290892,158.5458176,288.5159604,222.7443635,388.4560577,0.64265418,0.914747116,1.489251646,1.281450414,9.074426,6.91436,5.769134,6.0628,0,0,0,0,0,0,0,0,0,6,1.327422976,1.327422976,1.367358923,1.427138925,21914.24561,28821.59326,31186.24097,34178.4126,0.3137439999999999,6,available,13.14120007,0.52847,0.129310698,59.42,POINT (-66.8907862008 10.4674464534)
Guayaquil,Ecuador,3.5170503062620986,0.059587223,3.522269423594764,72.89316672586327,1.0302176300692505,5.542018809,0.1027962382445141,0.3124263322884013,427,1,301,-2.2890465,-80.02794203,-2.046349502,-79.78731117,-2.164296232,-79.91204137,Ecuador,ECU,0,1,ECU,Latin America and the Caribbean,South America,Guayaquil; Durán,GISCO OSM,1,1,1,217,233,257,Tropical and Subtropical Moist Broadleaf Forests,Fluvisols,24.01258608,Tropical savannah with dry winter,Daule & Vinces,987.4500275,1269.750031,1280.150009,26.54225254,26.02142763,26.69194031,115.7772827,115.7772827,134.9638214,139.7451782,1218397.397,1787612.109,2191582.163,2739452.61,95.02423675,64.76644577,61.58282526,51.01208092,51.41025785,16427160576,14964875264,26927126528,UMIC,LDC,195.1967797360061,0.219746545,0.232015665,0.204462633,80.12695247,142.4932097,76.88124185,298.9447475,36.84351233,184.8424209,77.8154708,299.501404,53.15715948,150.6611147,95.6831299,299.501404,137152.5126,194762.6531,374052.1879,796916.3517,83047.54215,132620.0234,202107.4182,560124.7657,138496.6688,384821.5845,533917.0224,764388.0117,163821.6952,360358.9962,443712.9133,858527.1936,2.907243236,13.97216308,23.21460083,61.57273415,,,,,36878.16229,24979.5997,11334.57815,2833.136453,77472.4118,132199.9609,165294.9211,157659.9003,,,,2500.666797,69.71561709,90.31851579,93.61762141,218.6348932,15.00927605,23.00461093,44.01490146,94.25738278,133.4298477,108.3957574,70.24661762,66.1564069,287.6718731,513.163108,657.2700891,769.3369998,28.42184982,78.24489881,100.2499488,219.607149,0.295263721,0.448988946,0.611024565,1.174090455,13.65146,13.6878,12.149466,10.79803,103,33.17992401,33.17992401,40.35615158,41.25068665,340135.1611,499040.569,609069.2332,743658.9187,0,0,0,0,0,0,0,0,0,0.51515,7,available,9.405030251,0.44076,0.018310083,53.57,POINT (-79.9120413729 -2.16429623198)
